vendor_name,trip_date,trip_hour,total_revenue
"Creative Mobile Technologies, LLC",2025-03-05,9,32242.17
"Curb Mobility, LCC",2025-01-24,9,86015.95
"Creative Mobile Technologies, LLC",2025-06-03,9,32306.259999999995
"Creative Mobile Technologies, LLC",2025-04-21,9,29941.629999999997
Helix,2025-05-04,9,1096.6999999999998
"Creative Mobile Technologies, LLC",2025-01-09,9,28987.489999999998
"Creative Mobile Technologies, LLC",2025-06-30,9,27210.399999999998
"Creative Mobile Technologies, LLC",2025-03-11,9,32052.25999999999
"Curb Mobility, LCC",2025-04-23,9,103814.88000000002
Helix,2025-03-21,9,1247
"Creative Mobile Technologies, LLC",2025-05-13,9,34758.729999999996
Helix,2025-04-11,9,1010.4499999999999
"Creative Mobile Technologies, LLC",2025-01-10,9,24740.520000000008
Helix,2025-03-06,9,804.7300000000001
Helix,2025-04-23,9,1797.8500000000001
"Curb Mobility, LCC",2025-06-17,9,98671.00000000003
"Curb Mobility, LCC",2025-01-21,9,104241.81000000006
Helix,2025-02-25,9,59.61
"Creative Mobile Technologies, LLC",2025-01-31,9,27115.08
"Curb Mobility, LCC",2025-04-20,9,58697.619999999995
Helix,2025-04-02,9,978.9
"Curb Mobility, LCC",2025-01-11,9,53005.720000000016
"Creative Mobile Technologies, LLC",2025-01-25,9,18491.55
Helix,2025-02-20,9,249.60999999999999
"Curb Mobility, LCC",2025-02-18,9,95033.02000000005
Helix,2025-04-12,9,417.10999999999996
"Curb Mobility, LCC",2025-04-06,9,63184.22999999999
"Curb Mobility, LCC",2025-06-06,9,76498.14
Helix,2025-05-09,9,2464.21
"Curb Mobility, LCC",2025-04-17,9,95646.15000000004
"Curb Mobility, LCC",2025-01-03,9,68064.14
"Curb Mobility, LCC",2025-01-08,9,89764.9
"Creative Mobile Technologies, LLC",2025-02-03,9,31145.2
"Curb Mobility, LCC",2025-02-16,9,46295.81999999999
Helix,2025-05-21,9,3298.71
Helix,2025-02-23,9,201.2
"Curb Mobility, LCC",2025-06-22,9,56573.57999999999
"Creative Mobile Technologies, LLC",2025-05-14,9,34871.25
"Curb Mobility, LCC",2025-03-11,9,99433.69000000002
"Curb Mobility, LCC",2025-05-25,9,46105.81000000001
"Curb Mobility, LCC",2025-05-19,9,100709.01000000002
Helix,2025-05-27,9,2948.19
"Creative Mobile Technologies, LLC",2025-06-08,9,18102.19
Helix,2025-03-16,9,694.65
"Creative Mobile Technologies, LLC",2025-03-24,9,30448.64
"Curb Mobility, LCC",2025-01-05,9,56657.610000000015
"Curb Mobility, LCC",2025-04-04,9,89956.64000000003
"Curb Mobility, LCC",2025-04-18,9,76390.63000000002
"Curb Mobility, LCC",2025-01-13,9,83473.54000000001
"Creative Mobile Technologies, LLC",2025-06-10,9,33137.649999999994
"Curb Mobility, LCC",2025-06-23,9,96623.45000000004
"Curb Mobility, LCC",2025-02-23,9,55543.49
Helix,2025-02-24,9,155.51
Helix,2025-02-02,9,216.98
Helix,2025-01-22,9,33.01
"Curb Mobility, LCC",2025-03-09,9,54278.93999999999
"Creative Mobile Technologies, LLC",2025-06-11,9,33182.19
"Creative Mobile Technologies, LLC",2025-02-24,9,28855.129999999997
"Creative Mobile Technologies, LLC",2025-04-27,9,22033.49
"Curb Mobility, LCC",2025-05-04,9,71761.08
"Creative Mobile Technologies, LLC",2025-01-05,9,16038.450000000003
Helix,2025-02-28,9,236.94
"Curb Mobility, LCC",2025-05-26,9,52144.19
"Creative Mobile Technologies, LLC",2025-03-16,9,18579.42
"Curb Mobility, LCC",2025-03-23,9,61468.250000000015
"Creative Mobile Technologies, LLC",2025-01-14,9,33099.700000000004
Helix,2025-01-17,9,21.06
Helix,2025-02-15,9,38.76
Helix,2025-06-28,9,1047.43
"Curb Mobility, LCC",2025-01-17,9,81524.73999999999
"Curb Mobility, LCC",2025-06-09,9,102247.68000000002
Helix,2025-06-07,9,1404.4099999999999
"Curb Mobility, LCC",2025-04-14,9,79055.88999999997
"Creative Mobile Technologies, LLC",2025-06-24,9,32392.050000000003
"Creative Mobile Technologies, LLC",2025-04-10,9,34650.01
Helix,2025-06-25,9,3248.1
Helix,2025-03-22,9,423.58000000000004
Helix,2025-05-31,9,1135
"Creative Mobile Technologies, LLC",2025-04-04,9,29851.600000000002
"Creative Mobile Technologies, LLC",2025-05-07,9,32997
Helix,2025-05-17,9,1522.0900000000001
Helix,2025-04-29,9,2073.7799999999997
"Curb Mobility, LCC",2025-04-10,9,101130.21
"Curb Mobility, LCC",2025-03-02,9,58393.940000000024
"Creative Mobile Technologies, LLC",2025-01-29,9,30295.910000000003
Helix,2025-02-16,9,149.71
"Curb Mobility, LCC",2025-01-14,9,99067.26000000005
Helix,2025-01-30,9,325.58000000000004
"Creative Mobile Technologies, LLC",2025-02-12,9,32249.230000000007
"Curb Mobility, LCC",2025-02-28,9,85240.59000000003
Helix,2025-03-02,9,123.89
"Creative Mobile Technologies, LLC",2025-05-19,9,31781.840000000004
"Creative Mobile Technologies, LLC",2025-02-26,9,32853.89
Helix,2025-02-07,9,272.46
"Curb Mobility, LCC",2025-02-08,9,52678.27000000002
Helix,2025-05-01,9,2405.48
"Creative Mobile Technologies, LLC",2025-05-17,9,18997.56
Helix,2025-06-29,9,1737.17
"Creative Mobile Technologies, LLC",2025-05-23,9,27755.129999999994
"Creative Mobile Technologies, LLC",2025-01-12,9,15704.289999999999
"Curb Mobility, LCC",2025-02-11,9,95007.20000000001
"Creative Mobile Technologies, LLC",2025-05-02,9,29644.62
"Creative Mobile Technologies, LLC",2025-06-01,9,17933.940000000002
"Creative Mobile Technologies, LLC",2025-02-11,9,33112.23
"Curb Mobility, LCC",2025-02-27,9,96037.47000000006
"Creative Mobile Technologies, LLC",2025-05-25,9,15147.800000000001
"Curb Mobility, LCC",2025-03-19,9,101536.94
"Creative Mobile Technologies, LLC",2025-06-22,9,18921.19
Helix,2025-03-03,9,199.46
"Curb Mobility, LCC",2025-05-15,9,101738.15000000005
Helix,2025-05-18,9,1465.09
"Creative Mobile Technologies, LLC",2025-03-03,9,30241.489999999998
"Curb Mobility, LCC",2025-02-01,9,53938.249999999985
Helix,2025-06-06,9,2992.0499999999993
"Creative Mobile Technologies, LLC",2025-02-09,9,13475.710000000001
"Creative Mobile Technologies, LLC",2025-05-12,9,33269.8
Helix,2025-06-20,9,2377.32
Helix,2025-04-24,9,2053.71
"Curb Mobility, LCC",2025-05-30,9,91466.16000000002
"Curb Mobility, LCC",2025-06-11,9,102283.73000000005
"Creative Mobile Technologies, LLC",2025-03-21,9,27987.11
"Creative Mobile Technologies, LLC",2025-06-26,9,33754.28
"Creative Mobile Technologies, LLC",2025-05-06,9,34145.770000000004
"Curb Mobility, LCC",2025-03-24,9,103277.76000000005
"Curb Mobility, LCC",2025-06-13,9,90129.60999999997
"Curb Mobility, LCC",2025-02-13,9,89843.24000000002
Helix,2025-06-18,9,3056.66
"Curb Mobility, LCC",2025-03-26,9,106750.59
"Curb Mobility, LCC",2025-06-10,9,93044.81000000001
"Curb Mobility, LCC",2025-04-15,9,95556.95000000004
"Creative Mobile Technologies, LLC",2025-03-02,9,18614.410000000003
"Creative Mobile Technologies, LLC",2025-04-30,9,32829.200000000004
Helix,2025-01-26,9,57.040000000000006
Helix,2025-05-22,9,3702.1899999999996
Helix,2025-06-22,9,1419.06
Helix,2025-04-15,9,1311.67
"Creative Mobile Technologies, LLC",2025-05-04,9,20676.500000000004
"Creative Mobile Technologies, LLC",2025-05-28,9,34193.5
"Creative Mobile Technologies, LLC",2025-02-07,9,28202.309999999994
"Creative Mobile Technologies, LLC",2025-04-01,9,32840.53000000001
"Creative Mobile Technologies, LLC",2025-04-29,9,32690.549999999992
Helix,2025-05-07,9,2315.4800000000005
"Creative Mobile Technologies, LLC",2025-02-04,9,31773.480000000003
Helix,2025-05-19,9,2606.48
Helix,2025-06-09,9,2696.06
Helix,2025-03-10,9,478.52
Helix,2025-03-27,9,1375.25
"Creative Mobile Technologies, LLC",2025-04-03,9,32466.230000000003
"Creative Mobile Technologies, LLC",2025-04-20,9,16563.04
Helix,2025-02-18,9,316.33
Helix,2025-06-30,9,2014.1000000000004
Helix,2025-05-06,9,2639.5599999999995
Helix,2025-04-28,9,1425.24
"Creative Mobile Technologies, LLC",2025-06-28,9,15129.090000000002
Helix,2025-03-19,9,1587.92
Helix,2025-06-08,9,1201.8000000000002
"Curb Mobility, LCC",2025-02-20,9,89059.28000000001
"Creative Mobile Technologies, LLC",2025-04-15,9,32077.129999999997
Helix,2025-01-28,9,210.72
"Curb Mobility, LCC",2025-04-29,9,101694.77000000003
Helix,2025-03-24,9,1241.6999999999996
"Curb Mobility, LCC",2025-03-31,9,85943.87
Helix,2025-01-06,9,10.1
Helix,2025-02-14,9,246.07000000000002
"Creative Mobile Technologies, LLC",2025-01-20,9,14575.23
"Curb Mobility, LCC",2025-02-03,9,84747.63
"Creative Mobile Technologies, LLC",2025-02-01,9,17057.640000000003
"Creative Mobile Technologies, LLC",2025-04-22,9,31406.399999999998
Helix,2025-04-04,9,869.86
Helix,2025-06-01,9,1235.6800000000003
"Creative Mobile Technologies, LLC",2025-02-10,9,30531.27
"Curb Mobility, LCC",2025-03-18,9,103920.00000000004
"Creative Mobile Technologies, LLC",2025-02-19,9,33792.869999999995
"Creative Mobile Technologies, LLC",2025-06-15,9,17988.57
"Curb Mobility, LCC",2025-04-26,9,62396.67000000002
"Creative Mobile Technologies, LLC",2025-05-08,9,33734.41000000001
"Creative Mobile Technologies, LLC",2025-02-14,9,27838.81
"Creative Mobile Technologies, LLC",2025-02-22,9,17844.260000000002
"Creative Mobile Technologies, LLC",2025-01-23,9,34330.65
"Creative Mobile Technologies, LLC",2025-06-12,9,33160.91
"Curb Mobility, LCC",2025-05-05,9,99201.80000000003
Helix,2025-04-05,9,522.6500000000001
Helix,2025-04-20,9,968.4799999999999
"Creative Mobile Technologies, LLC",2025-03-14,9,28982.05
"Creative Mobile Technologies, LLC",2025-06-21,9,17833.79
"Curb Mobility, LCC",2025-03-06,9,97249.84000000003
"Creative Mobile Technologies, LLC",2025-06-17,9,32447.170000000002
"Curb Mobility, LCC",2025-01-19,9,46082.4
"Creative Mobile Technologies, LLC",2025-04-05,9,17176.67
"Curb Mobility, LCC",2025-05-24,9,48401.890000000014
"Curb Mobility, LCC",2025-04-30,9,105314.03000000003
"Curb Mobility, LCC",2025-03-21,9,91193.28000000001
Helix,2025-02-21,9,211.2
"Creative Mobile Technologies, LLC",2025-06-29,9,16309.630000000001
"Creative Mobile Technologies, LLC",2025-03-04,9,33558.36
Helix,2025-02-06,9,233.41
Helix,2025-01-13,9,17.64
Helix,2025-03-29,9,346
Helix,2025-03-01,9,99.25999999999999
"Creative Mobile Technologies, LLC",2025-03-26,9,32385.17
Helix,2025-02-22,9,120.35
Helix,2025-06-10,9,3495.54
"Curb Mobility, LCC",2025-04-16,9,104403.18000000001
Helix,2025-02-12,9,330.13
Helix,2025-01-15,9,30.09
Helix,2025-06-05,9,3322.2399999999993
"Curb Mobility, LCC",2025-05-22,9,101773.58000000003
"Curb Mobility, LCC",2025-05-02,9,99184.82000000004
Helix,2025-03-26,9,1218.07
"Creative Mobile Technologies, LLC",2025-03-01,9,15782.739999999998
Helix,2025-06-19,9,1836.8400000000001
"Creative Mobile Technologies, LLC",2025-02-16,9,12897.310000000001
Helix,2025-06-21,9,1287.7999999999997
"Curb Mobility, LCC",2025-01-29,9,88308.89000000003
Helix,2025-05-03,9,1048.7
Helix,2025-04-19,9,470.36000000000007
Helix,2025-06-24,9,3205.6800000000003
"Curb Mobility, LCC",2025-06-30,9,79368.61
"Creative Mobile Technologies, LLC",2025-02-06,9,30675.909999999996
Helix,2025-03-11,9,997.7399999999999
Helix,2025-06-03,9,3244.7799999999997
"Curb Mobility, LCC",2025-05-18,9,73258.59999999998
"Creative Mobile Technologies, LLC",2025-03-18,9,34441.67
"Creative Mobile Technologies, LLC",2025-06-09,9,33912.17
Helix,2025-03-05,9,472.91999999999996
"Curb Mobility, LCC",2025-04-12,9,56797.6
"Curb Mobility, LCC",2025-04-19,9,54666.790000000015
"Creative Mobile Technologies, LLC",2025-05-22,9,33711.6
Helix,2025-05-10,9,1050.18
"Curb Mobility, LCC",2025-03-17,9,98697.15000000001
"Creative Mobile Technologies, LLC",2025-01-04,9,15931.080000000005
"Curb Mobility, LCC",2025-03-28,9,85415.76999999999
"Creative Mobile Technologies, LLC",2025-06-06,9,30735.03
"Creative Mobile Technologies, LLC",2025-03-12,9,35161.850000000006
"Curb Mobility, LCC",2025-02-21,9,82409.34000000001
"Creative Mobile Technologies, LLC",2025-01-24,9,30063.100000000002
Helix,2025-01-20,9,14.34
"Curb Mobility, LCC",2025-03-07,9,82548.07999999999
"Curb Mobility, LCC",2025-06-27,9,82700.12999999999
"Curb Mobility, LCC",2025-05-11,9,61353.21999999999
"Creative Mobile Technologies, LLC",2025-06-25,9,33383.409999999996
"Creative Mobile Technologies, LLC",2025-03-13,9,35243.48999999999
"Curb Mobility, LCC",2025-04-03,9,100192.43999999999
"Creative Mobile Technologies, LLC",2025-01-08,9,28992.02
Helix,2025-02-11,9,282.62
Helix,2025-01-29,9,128.72
"Curb Mobility, LCC",2025-06-18,9,96053.41
"Curb Mobility, LCC",2025-06-14,9,57109.70000000001
"Curb Mobility, LCC",2025-01-28,9,93335.01000000001
"Creative Mobile Technologies, LLC",2025-03-17,9,30628.269999999997
"Creative Mobile Technologies, LLC",2025-06-19,9,24307.280000000002
"Curb Mobility, LCC",2025-01-09,9,90311.88000000002
"Creative Mobile Technologies, LLC",2025-01-13,9,30130.219999999998
"Creative Mobile Technologies, LLC",2025-03-07,9,27980.319999999996
Helix,2025-01-31,9,244.14000000000001
"Curb Mobility, LCC",2025-02-25,9,90652.82999999999
"Creative Mobile Technologies, LLC",2025-01-26,9,16019.760000000002
Helix,2025-01-08,9,48.58
"Curb Mobility, LCC",2025-05-28,9,100651.83000000003
Helix,2025-02-08,9,96.38
"Curb Mobility, LCC",2025-05-29,9,99355.55000000005
"Curb Mobility, LCC",2025-05-31,9,60897.570000000014
"Curb Mobility, LCC",2025-02-14,9,79122.40000000001
"Creative Mobile Technologies, LLC",2025-06-02,9,28765.990000000005
"Creative Mobile Technologies, LLC",2025-06-13,9,29465.5
"Creative Mobile Technologies, LLC",2025-03-08,9,15281.28
Helix,2025-02-03,9,198.68
Helix,2025-03-18,9,1284.0700000000002
Helix,2025-06-17,9,3285.4400000000005
"Curb Mobility, LCC",2025-02-06,9,86298.75000000004
"Creative Mobile Technologies, LLC",2025-02-18,9,35004.36
"Creative Mobile Technologies, LLC",2025-05-31,9,17913.049999999996
"Curb Mobility, LCC",2025-01-27,9,82679.23000000001
"Creative Mobile Technologies, LLC",2025-03-15,9,17521.300000000003
"Creative Mobile Technologies, LLC",2025-01-27,9,29550.31
"Curb Mobility, LCC",2025-04-07,9,97062.01000000005
"Creative Mobile Technologies, LLC",2025-06-07,9,17832.010000000002
"Curb Mobility, LCC",2025-01-02,9,71299.18000000002
"Curb Mobility, LCC",2025-05-17,9,67682.36
Helix,2025-05-25,9,1231.96
Helix,2025-05-13,9,3164.8
"Creative Mobile Technologies, LLC",2025-04-08,9,34050.83
Helix,2025-03-20,9,1229.13
"Curb Mobility, LCC",2025-06-04,9,100772.16000000006
"Creative Mobile Technologies, LLC",2025-02-02,9,18113.43
"Curb Mobility, LCC",2025-05-20,9,105652.07
Helix,2025-05-26,9,1008.4300000000001
"Curb Mobility, LCC",2025-06-01,9,63889.849999999984
Helix,2025-01-24,9,108.38999999999999
"Curb Mobility, LCC",2025-06-28,9,55309.68
"Curb Mobility, LCC",2025-01-04,9,49468.58
"Curb Mobility, LCC",2025-02-15,9,47872.86000000001
"Curb Mobility, LCC",2025-02-12,9,88536.1
"Curb Mobility, LCC",2025-04-02,9,100244.51000000004
Helix,2025-01-23,9,81.23
"Curb Mobility, LCC",2025-06-05,9,106335.79000000004
"Creative Mobile Technologies, LLC",2025-06-20,9,26762.95
Helix,2025-04-09,9,1316.1699999999998
"Curb Mobility, LCC",2025-03-16,9,65161.719999999994
"Curb Mobility, LCC",2025-04-24,9,106693.33000000002
"Creative Mobile Technologies, LLC",2025-05-11,9,22018.679999999993
Helix,2025-05-24,9,797.94
Helix,2025-01-16,9,68.39
"Creative Mobile Technologies, LLC",2025-05-30,9,29086.28
Helix,2025-03-04,9,371.15999999999997
"Curb Mobility, LCC",2025-02-09,9,45856.860000000015
"Creative Mobile Technologies, LLC",2025-05-26,9,13992.52
"Creative Mobile Technologies, LLC",2025-03-28,9,26771.910000000003
"Curb Mobility, LCC",2025-06-15,9,52169.029999999984
"Creative Mobile Technologies, LLC",2025-01-17,9,26693.18
Helix,2025-03-08,9,331.38000000000005
"Curb Mobility, LCC",2025-01-15,9,98680.64000000003
"Creative Mobile Technologies, LLC",2025-05-20,9,33895.26000000001
"Curb Mobility, LCC",2025-03-10,9,87434.12999999999
Helix,2025-03-31,9,912.0799999999999
"Creative Mobile Technologies, LLC",2025-04-19,9,15454.690000000002
Helix,2025-05-12,9,2606.45
"Creative Mobile Technologies, LLC",2025-03-25,9,31320.63
"Creative Mobile Technologies, LLC",2025-02-21,9,29693.880000000005
"Curb Mobility, LCC",2025-03-15,9,60001.36000000004
"Curb Mobility, LCC",2025-02-22,9,60578.51999999999
"Creative Mobile Technologies, LLC",2025-04-28,9,28611.130000000005
"Curb Mobility, LCC",2025-04-25,9,94301.43000000004
Helix,2025-06-23,9,3275.4400000000005
Helix,2025-02-01,9,21.06
"Curb Mobility, LCC",2025-05-13,9,112644.15000000005
"Curb Mobility, LCC",2025-05-14,9,105427.64000000001
Helix,2025-03-14,9,1297.03
Helix,2025-06-27,9,2410.2
"Creative Mobile Technologies, LLC",2025-01-07,9,29746.010000000002
"Creative Mobile Technologies, LLC",2025-05-24,9,14063.710000000001
"Creative Mobile Technologies, LLC",2025-06-23,9,33016.61
"Creative Mobile Technologies, LLC",2025-04-07,9,31871.579999999994
"Curb Mobility, LCC",2025-04-01,9,104685.12000000004
"Curb Mobility, LCC",2025-01-07,9,93192.56999999998
"Creative Mobile Technologies, LLC",2025-05-27,9,29713.509999999995
"Creative Mobile Technologies, LLC",2025-03-10,9,30323.439999999995
"Creative Mobile Technologies, LLC",2025-03-23,9,17832.219999999998
"Creative Mobile Technologies, LLC",2025-06-16,9,31409.02000000001
Helix,2025-04-08,9,1314.2400000000002
Helix,2025-05-16,9,2022.15
"Creative Mobile Technologies, LLC",2025-02-25,9,29056.390000000003
"Curb Mobility, LCC",2025-01-23,9,98733.18000000004
Helix,2025-04-18,9,1290.0900000000001
"Creative Mobile Technologies, LLC",2025-04-12,9,18314.19
"Curb Mobility, LCC",2025-01-06,9,77415.60999999999
"Curb Mobility, LCC",2025-06-02,9,92836.86999999997
"Curb Mobility, LCC",2025-01-01,9,31053.100000000006
"Curb Mobility, LCC",2025-04-22,9,104699.02000000002
"Creative Mobile Technologies, LLC",2025-02-28,9,27490.230000000003
Helix,2025-01-03,9,34.41
"Creative Mobile Technologies, LLC",2025-02-05,9,33747.689999999995
"Curb Mobility, LCC",2025-06-29,9,57216.7
Helix,2025-04-17,9,1691.96
"Creative Mobile Technologies, LLC",2025-01-16,9,32612.870000000006
Helix,2025-05-02,9,1737.2
"Creative Mobile Technologies, LLC",2025-02-20,9,32966.57000000001
Helix,2025-02-10,9,329.90000000000003
"Curb Mobility, LCC",2025-06-08,9,58757.13
Helix,2025-06-15,9,730.3799999999999
"Creative Mobile Technologies, LLC",2025-01-18,9,15248.230000000001
"Curb Mobility, LCC",2025-05-27,9,97783.38000000003
"Creative Mobile Technologies, LLC",2025-05-05,9,30875.219999999998
Helix,2025-05-30,9,2412.58
"Creative Mobile Technologies, LLC",2025-05-29,9,33453.7
Helix,2025-04-03,9,1418.7299999999998
Helix,2025-04-30,9,2297.3999999999996
Helix,2025-06-14,9,984.23
"Curb Mobility, LCC",2025-03-27,9,97788.31999999999
"Curb Mobility, LCC",2025-01-20,9,51385.869999999995
"Curb Mobility, LCC",2025-01-18,9,50916.089999999975
"Creative Mobile Technologies, LLC",2025-01-30,9,33862.55
"Curb Mobility, LCC",2025-04-28,9,93151.07999999997
Helix,2025-06-04,9,3453.96
"Curb Mobility, LCC",2025-05-07,9,108003.15000000004
"Creative Mobile Technologies, LLC",2025-06-18,9,33239.920000000006
Helix,2025-01-27,9,28.27
"Creative Mobile Technologies, LLC",2025-04-11,9,30442.940000000002
Helix,2025-05-23,9,2168.38
Helix,2025-05-20,9,3048.12
"Creative Mobile Technologies, LLC",2025-05-20,10,34308.96
Helix,2025-01-28,10,96.13000000000001
"Creative Mobile Technologies, LLC",2025-02-21,10,29733.199999999993
"Creative Mobile Technologies, LLC",2025-03-08,10,18701.499999999996
Helix,2025-03-04,10,269.34
"Creative Mobile Technologies, LLC",2025-03-12,10,34297.96
Helix,2025-06-24,10,2801.05
"Creative Mobile Technologies, LLC",2025-01-28,10,30106.14
"Curb Mobility, LCC",2025-01-30,10,100346.85
Helix,2025-05-09,10,2446.37
"Curb Mobility, LCC",2025-02-27,10,107852.03000000003
"Creative Mobile Technologies, LLC",2025-01-14,10,32858.73
Helix,2025-05-11,10,1591.3000000000002
Helix,2025-06-01,10,1992.83
Helix,2025-03-06,10,735.35
Helix,2025-02-08,10,83.48
Helix,2025-05-26,10,1603.96
Helix,2025-04-24,10,1890.56
"Curb Mobility, LCC",2025-05-09,10,123754.24000000005
Helix,2025-05-15,10,2705.53
"Creative Mobile Technologies, LLC",2025-03-18,10,32800.159999999996
"Creative Mobile Technologies, LLC",2025-02-07,10,29399.850000000006
Helix,2025-02-14,10,220.48
Helix,2025-04-07,10,1224.85
"Curb Mobility, LCC",2025-05-28,10,107394.72
"Creative Mobile Technologies, LLC",2025-01-09,10,29263.42
"Creative Mobile Technologies, LLC",2025-04-10,10,34527.43
Helix,2025-05-12,10,2181.5499999999997
"Creative Mobile Technologies, LLC",2025-01-29,10,31035.110000000004
Helix,2025-01-31,10,242.56
"Creative Mobile Technologies, LLC",2025-03-14,10,28663.349999999995
"Creative Mobile Technologies, LLC",2025-04-12,10,22388.12
"Curb Mobility, LCC",2025-04-09,10,111554.79000000002
"Creative Mobile Technologies, LLC",2025-05-29,10,34067.2
Helix,2025-05-29,10,3007.2500000000005
Helix,2025-03-16,10,1180.85
"Creative Mobile Technologies, LLC",2025-01-13,10,26761.670000000006
Helix,2025-06-07,10,2054.1499999999996
"Creative Mobile Technologies, LLC",2025-01-19,10,18919.590000000004
Helix,2025-05-05,10,1776.0800000000002
"Curb Mobility, LCC",2025-05-21,10,130882.49999999999
Helix,2025-01-26,10,43.699999999999996
Helix,2025-02-25,10,259.59
"Curb Mobility, LCC",2025-02-01,10,72305.02
Helix,2025-02-21,10,209.84
Helix,2025-01-13,10,26.1
"Curb Mobility, LCC",2025-06-21,10,76173.25000000001
"Curb Mobility, LCC",2025-02-10,10,88756.49000000002
"Curb Mobility, LCC",2025-06-08,10,78424.95
"Curb Mobility, LCC",2025-04-16,10,108983.04
"Curb Mobility, LCC",2025-02-21,10,90617.58000000002
"Creative Mobile Technologies, LLC",2025-06-03,10,33859.68
Helix,2025-04-28,10,1482.44
"Curb Mobility, LCC",2025-03-11,10,105344.75000000003
"Curb Mobility, LCC",2025-04-24,10,122057.29000000007
Helix,2025-04-08,10,1142.73
Helix,2025-04-04,10,977.09
Helix,2025-03-22,10,709.3499999999999
"Creative Mobile Technologies, LLC",2025-04-14,10,28077.71
"Curb Mobility, LCC",2025-03-09,10,71190.47
Helix,2025-06-03,10,3000.64
Helix,2025-06-27,10,2428.7400000000002
Helix,2025-04-03,10,1085.09
Helix,2025-05-07,10,2474.0200000000004
"Creative Mobile Technologies, LLC",2025-03-20,10,34304.46000000001
"Curb Mobility, LCC",2025-02-26,10,98690.09
Helix,2025-05-25,10,1479.3
"Curb Mobility, LCC",2025-03-02,10,79778.79000000001
"Creative Mobile Technologies, LLC",2025-02-19,10,33085.03
Helix,2025-02-04,10,149.13
Helix,2025-04-20,10,1355.2600000000002
"Curb Mobility, LCC",2025-05-31,10,82617.73
"Curb Mobility, LCC",2025-06-05,10,121188.40000000005
"Creative Mobile Technologies, LLC",2025-06-07,10,27296.120000000003
"Curb Mobility, LCC",2025-06-26,10,109198.95
"Creative Mobile Technologies, LLC",2025-06-11,10,35370.06
"Creative Mobile Technologies, LLC",2025-03-31,10,30024.829999999994
"Creative Mobile Technologies, LLC",2025-04-24,10,36103.23
Helix,2025-01-02,10,41.16
Helix,2025-05-19,10,2154.42
Helix,2025-02-23,10,324.57000000000005
"Creative Mobile Technologies, LLC",2025-02-03,10,27411.689999999995
"Curb Mobility, LCC",2025-03-23,10,81612.21
"Curb Mobility, LCC",2025-06-24,10,108346.93000000004
"Creative Mobile Technologies, LLC",2025-04-26,10,26502.08
"Curb Mobility, LCC",2025-01-09,10,94744.63000000002
"Creative Mobile Technologies, LLC",2025-05-17,10,26600.72
"Curb Mobility, LCC",2025-04-08,10,106288.06000000003
"Curb Mobility, LCC",2025-05-24,10,69131.47
"Creative Mobile Technologies, LLC",2025-04-19,10,24166.089999999997
Helix,2025-03-17,10,957.4500000000002
Helix,2025-02-13,10,191.16000000000003
"Creative Mobile Technologies, LLC",2025-03-28,10,28706.51
"Creative Mobile Technologies, LLC",2025-02-01,10,21017.270000000004
"Creative Mobile Technologies, LLC",2025-06-01,10,23356.280000000002
"Curb Mobility, LCC",2025-03-16,10,87815.86000000004
"Curb Mobility, LCC",2025-02-18,10,103197.72000000004
"Creative Mobile Technologies, LLC",2025-05-23,10,30748.260000000006
Helix,2025-06-13,10,2049.93
Helix,2025-05-08,10,2510.61
Helix,2025-04-05,10,568.0600000000001
"Curb Mobility, LCC",2025-06-09,10,115325.88000000002
"Curb Mobility, LCC",2025-03-14,10,99616.95999999999
"Creative Mobile Technologies, LLC",2025-06-08,10,23676.699999999997
"Curb Mobility, LCC",2025-05-25,10,62099.999999999985
Helix,2025-05-30,10,2323.23
"Creative Mobile Technologies, LLC",2025-05-18,10,28267
"Creative Mobile Technologies, LLC",2025-05-24,10,18049.08
"Curb Mobility, LCC",2025-03-10,10,90400.12
"Creative Mobile Technologies, LLC",2025-03-30,10,21669.07
"Creative Mobile Technologies, LLC",2025-05-14,10,36251.82000000001
"Creative Mobile Technologies, LLC",2025-05-04,10,27158.88
"Curb Mobility, LCC",2025-01-06,10,78440.43000000002
"Creative Mobile Technologies, LLC",2025-03-06,10,30777.770000000004
"Creative Mobile Technologies, LLC",2025-06-14,10,23034.260000000002
"Curb Mobility, LCC",2025-01-16,10,100644.95999999999
Helix,2025-02-22,10,196.43
"Creative Mobile Technologies, LLC",2025-05-10,10,26503.51
"Creative Mobile Technologies, LLC",2025-01-31,10,28475.619999999995
"Curb Mobility, LCC",2025-05-16,10,111975.34000000003
"Curb Mobility, LCC",2025-03-18,10,111297.38000000006
Helix,2025-01-22,10,91.39
"Creative Mobile Technologies, LLC",2025-02-23,10,21751.039999999997
"Curb Mobility, LCC",2025-05-27,10,106398.36000000002
"Creative Mobile Technologies, LLC",2025-06-28,10,21326.800000000003
Helix,2025-03-30,10,680.1200000000001
"Curb Mobility, LCC",2025-06-10,10,112750.52000000006
Helix,2025-04-14,10,1070.37
"Curb Mobility, LCC",2025-04-28,10,102554.74000000002
Helix,2025-03-18,10,1497.51
"Creative Mobile Technologies, LLC",2025-03-11,10,32166.779999999995
"Creative Mobile Technologies, LLC",2025-02-11,10,32806.939999999995
Helix,2025-01-05,10,11.1
"Curb Mobility, LCC",2025-03-08,10,74146.96999999999
"Curb Mobility, LCC",2025-05-18,10,94029.03000000003
"Creative Mobile Technologies, LLC",2025-04-09,10,31471.800000000003
